2026-06-30 16:41:29,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:57:24,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:57:24,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:57:24,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 16:57:31,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:57:31,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:57:31,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 16:58:07,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 16:58:08,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 16:58:08,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:00:17,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:00:17,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:01:36,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:01:36,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:01:37,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:02:05,Scheme Master Page,UpdateSchemeTypeHandler,"auth service error: {""message"":""pq: could not complete operation in a failed transaction"",""success"":false}
"
2026-06-30 17:02:05,Scheme Master Page,UpdateSchemeTypeHandler,sql: no rows in result set
2026-06-30 17:13:17,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:13:17,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:13:29,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:15:54,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:15:56,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:15:57,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:15:59,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:15:59,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:16:00,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:16:00,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:16:01,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:16:41,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:16:51,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:16:54,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:18:02,Scheme Master Page,GetSubCategoryListHandler,"sql: expected 7 destination arguments in Scan, not 5"
2026-06-30 17:20:30,Scheme Master Page,UpdateTechnologyHandler,"pq: column ""p_technology_name_local"" does not exist (42703)"
2026-06-30 17:20:57,Scheme Master Page,GetTechnologyListHandler,"sql: expected 6 destination arguments in Scan, not 5"
2026-06-30 17:20:59,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:20:59,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:21:00,Scheme Master Page,GetTechnologyListHandler,"sql: expected 6 destination arguments in Scan, not 5"
2026-06-30 17:21:42,Scheme Master Page,GetTechnologyListHandler,"sql: expected 6 destination arguments in Scan, not 5"
2026-06-30 17:22:03,Scheme Master Page,GetTechnologyListHandler,"sql: expected 6 destination arguments in Scan, not 5"
2026-06-30 17:23:00,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:00,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:07,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:07,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:12,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:12,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:14,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:23:14,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:14,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:19,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:19,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:25,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:25,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:23:34,Scheme Master Page,GetDocumentTypeListHandler,"sql: Scan error on column index 2, name ""document_type_name_local"": converting NULL to string is unsupported"
2026-06-30 17:28:35,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:28:42,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:38:52,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:40:32,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:41:13,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:41:26,Scheme Master Page,UpdateVendorHandler,"pq: new row for relation ""m_vendor"" violates check constraint ""chk_vendor_active"" (23514)"
2026-06-30 17:42:05,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:42:12,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:42:17,Scheme Master Page,GetVendorListHandler,pq: structure of query does not match function result type (42804)
2026-06-30 17:43:12,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:13,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:13,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:14,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:14,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:14,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
2026-06-30 17:43:14,Scheme Master Page,GetVendorListHandler,"sql: expected 10 destination arguments in Scan, not 11"
